"haul_id","total_biomass","gadus_morhua","melanogrammus_aeglefinus","sebastes_mentella","micromesistius_poutassou","hippoglossoides_platessoides","mallotus_villosus","pollachius_virens","boreogadus_saida","trisopterus_esmarkii","reinhardtius_hippoglossoides","remove_1_biomass","remove_2_biomass","remove_3_biomass","remove_4_biomass","remove_5_biomass","remove_6_biomass","remove_7_biomass","remove_8_biomass","remove_9_biomass","remove_10_biomass","kde_fric","kde_feve","ch_fric","ch_feve","remove_1_kde_fric","remove_1_kde_feve","remove_2_kde_fric","remove_2_kde_feve","remove_3_kde_fric","remove_3_kde_feve","remove_4_kde_fric","remove_4_kde_feve","remove_5_kde_fric","remove_5_kde_feve","remove_6_kde_fric","remove_6_kde_feve","remove_7_kde_fric","remove_7_kde_feve","remove_8_kde_fric","remove_8_kde_feve","remove_9_kde_fric","remove_9_kde_feve","remove_10_kde_fric","remove_10_kde_feve","tric","teve","p_teve","remove_1_tric","remove_1_teve","remove_2_tric","remove_2_teve","remove_3_tric","remove_3_teve","remove_4_tric","remove_4_teve","remove_5_tric","remove_5_teve","remove_6_tric","remove_6_teve","remove_7_tric","remove_7_teve","remove_8_tric","remove_8_teve","remove_9_tric","remove_9_teve","remove_10_tric","remove_10_teve","haul_dur","year","depth","sst_mean","sst_sd","sbt_mean","sbt_sd","sic_mean","sic_sd","chla_mean","chla_sd","sum_fishing","log_chla_mean","log_chla_sd","log_sum_fishing","latitude","longitude"
"1","2004210/4/2004/1019/10-413-2304",4416.91864650828,46.5562754979602,400.767938564915,0,2473.72210223182,3.50371970242381,0,424.88600911927,0,213.966882649388,0,4370.36237101032,3969.5944324454,3969.5944324454,1495.87233021358,1492.36861051116,1492.36861051116,1067.48260139189,1067.48260139189,853.5157187425,853.5157187425,0.0142446165521169,0.231163376785444,0.0279549825944898,0.06678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0.415320199617502,0.579076770811325,11,0.421682734745718,10,0.365751122459916,10,0.365751122459916,9,0.549719082950487,8,0.578609497964466,8,0.578609497964466,7,0.435653785489377,7,0.435653785489377,6,0.278405011745582,6,0.278405011745582,18,2004,271,8.23413625602633,2.35793843918062,7.04319109745248,0.405480809111266,0,0,0.69159434863062,0.242242002741233,NA,-0.368755696648522,-1.41781804117627,NA,-582.980573158071,-337.180456114491
"2","2004210/4/2004/1019/10-416-2307",2539.2968562515,27.9577633789297,269.618430525558,0,320.254379649628,6.40748740100792,0,1216.46268298536,0,186.82505399568,0,2511.33909287257,2241.72066234701,2241.72066234701,1921.46628269738,1915.05879529638,1915.05879529638,698.596112311015,698.596112311015,511.771058315335,511.771058315335,0.0171017814027135,0.211874994223451,0.102552692431232,0.615107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0.494325704454978,0.667952626061001,13,0.500149679296598,12,0.441939034122054,12,0.441939034122054,11,0.355737382992949,10,0.367572329995419,10,0.367572329995419,9,0.752309055887399,9,0.752309055887399,8,0.720493893213521,8,0.720493893213521,18,2004,257,8.04167822265084,2.45167283532201,6.86071381605523,0.390033794091124,0,0,0.864179692492438,0.478551626461388,NA,-0.145974554380584,-0.736991181617782,NA,-591.363514726652,-283.185318009671
"3","2004210/4/2004/1019/10-420-2311",2295.36837053036,172.30621550276,390.808735301176,0,902.087832973362,11.9150467962563,0,207.463402927766,0,261.219102471802,0,2123.0621550276,1732.25341972642,1732.25341972642,830.16558675306,818.250539956804,818.250539956804,610.787137029038,610.787137029038,349.568034557235,349.568034557235,0.0148129212161694,0.187066224443169,0.078860521571769,0.378237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0.528933295970435,0.652225762444252,17,0.493814788293943,16,0.411124303940022,16,0.411124303940022,15,0.572974862035926,14,0.577366802729565,14,0.577366802729565,13,0.502327737500893,13,0.502327737500893,12,0.507581272054519,12,0.507581272054519,18,2004,188,7.68522623505175,2.25689067662388,6.53538345316643,0.393989265843426,0,0,1.26757334793622,1.10158557781064,NA,0.237104323003157,0.0967505763083336,NA,-535.348471605899,-247.879166574236
"4","2004210/4/2004/1019/10-421-2312",773.362131029518,155.38756899448,76.253899688025,0,408.567314614831,4.94360451163907,0,50.755939524838,0,11.4950803935685,0,617.974562035037,541.720662347012,541.720662347012,133.153347732181,128.209743220542,128.209743220542,77.4538036957043,77.4538036957043,65.9587233021358,65.9587233021358,0.0199244030480743,0.240280269877472,0.0426118316891708,0.639244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0.438695193386877,0.596541422927007,11,0.320885302668075,10,0.234290685351694,10,0.234290685351694,9,0.657974931728744,8,0.661677332302371,8,0.661677332302371,7,0.686895924745063,7,0.686895924745063,6,0.615536343466985,6,0.615536343466985,18,2004,250,7.86171736530361,1.96877215098294,6.55576792488448,0.362244006207168,0,0,1.37161307710535,1.24502687606104,NA,0.315987475758719,0.219157116881294,NA,-472.259554441487,-277.37338541036
"5","2004210/4/2004/1019/10-425-2316",863.450923926086,49.5560355171586,20.374370050396,250.539956803456,224.022078233741,10.2831773458123,0,135.709143268538,0,0.263978881689465,0,813.894888408927,793.520518358531,542.980561555076,318.958483321334,308.675305975522,308.675305975522,172.966162706983,172.966162706983,172.702183825294,172.702183825294,0.0382513652900147,0.188430431452036,0.0596432813990951,0.458169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0.608667355874234,0.697183821553949,13,0.58662014543673,12,0.586248533420271,11,0.523934592564278,10,0.47919651568095,9,0.473773513386376,9,0.473773513386376,8,0.324778506427147,8,0.324778506427147,7,0.345497857230271,7,0.345497857230271,18,2004,391,7.78741067125586,1.90426282679942,5.76254143840703,0.43140542306158,0,0,0.945990281236721,0.943405953432796,NA,-0.0555229835171531,-0.0582585975383667,NA,-397.72063294874,-359.190035494945
"6","2004210/4/2004/1019/10-432-2323",587.580993520518,32.2774178065755,0,427.765778737701,34.9772018238541,44.2764578833693,0,0,0,0,33.4773218142549,555.303575713943,555.303575713943,127.537796976242,92.5605951523879,48.2841372690185,48.2841372690185,48.2841372690185,48.2841372690185,48.2841372690185,14.8068154547636,0.0105893518444664,0.188176430489411,0.0338974516101718,0.31788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.262916910571982,0.447681094891691,9,0.226619408729516,9,0.226619408729516,8,0.625019666022508,7,0.504344974094081,6,0.347638353229514,6,0.347638353229514,6,0.347638353229514,6,0.347638353229514,6,0.347638353229514,5,0.325701983737645,18,2004,484,6.40459866927712,1.76436687083755,2.68068171356739,0.452145504656718,0,0,0.459741403486752,0.216426247275974,NA,-0.777091113906882,-1.53050544881051,NA,-269.975613789735,-338.969183559987
"7","2004210/4/2004/1019/10-436-2327",4557.57019438445,0.172786177105831,30.8207343412527,1471.27429805616,3019.43844492441,30.1295896328294,0,0,0,0,0,4557.39740820734,4526.57667386609,3055.30237580993,35.863930885529,5.73434125269978,5.73434125269978,5.73434125269978,5.73434125269978,5.73434125269978,5.73434125269978,0.0112502426911162,0.18782074440069,0.0140907408294282,0.063496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.313598362464135,0.366924129122582,6,0.34053589453255,5,0.370732583415457,4,0.01696105528322,3,0.291827097961669,2,0.359402699319565,2,0.359402699319565,2,0.359402699319565,2,0.359402699319565,2,0.359402699319565,2,0.359402699319565,20,2004,439,6.89817028633738,1.59213022448987,3.76702636182378,0.473931874858126,0,0,0.436144010594797,0.192948719250421,NA,-0.829782790640633,-1.64533082874834,NA,-298.690321001879,-294.984009933919
"8","2004210/4/2004/1019/10-437-2328",9981.03671706263,372.742980561555,12.6133909287257,340.820734341253,8973.65010799136,17.6673866090713,0,182.289416846652,0,0,0,9608.29373650108,9595.68034557235,9254.8596112311,281.209503239741,263.54211663067,263.54211663067,81.2526997840178,81.2526997840178,81.2526997840178,81.2526997840178,0.00622483867697451,0.176888020555647,0.0232528370544893,0.363385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0.0872307137606698,0.197302203787015,10,0.0585299155056963,9,0.0601417069142336,8,0.0294584486860895,7,0.394785294778831,6,0.361091631868043,6,0.361091631868043,5,0.462082504586492,5,0.462082504586492,5,0.462082504586492,5,0.462082504586492,10,2004,361,7.36933700286341,1.68054468819427,5.17727913414656,0.408315366879121,0,0,0.598006816101621,0.322710599187777,NA,-0.514153126933217,-1.13099933513428,NA,-348.452500473109,-320.768698501961
"9","2004210/4/2004/1019/10-445-2336",1315.64331996297,23.9278000617093,4.73619253316877,129.126812712126,1137.30330145017,9.28725701943844,0,0,0,0,0,1291.71551990126,1286.9793273681,1157.85251465597,20.5492132058007,11.2619561863621,11.2619561863621,11.2619561863621,11.2619561863621,11.2619561863621,11.2619561863621,0.00826836803438465,0.208626940550254,0.0136755288492823,0.384331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0.133667048335757,0.254329788366478,7,0.124199225471868,6,0.130793780028204,5,0.0221793032489301,4,0.734420709492923,3,0.590426725391916,3,0.590426725391916,3,0.590426725391916,3,0.590426725391916,3,0.590426725391916,3,0.590426725391916,14,2004,358,7.16950636599774,2.02235308328996,4.86266710885266,0.393295253130811,0,0,1.22709925419572,1.14038510196855,NA,0.204653054222263,0.131366014106222,NA,-427.241480525389,-235.557549292861
"10","2004210/4/2004/1019/10-449-2340",3212.24930576982,1354.6744831842,94.5695772909596,0,0,1484.41838938599,0,0,0,0,0,1857.57482258562,1763.00524529466,1763.00524529466,1763.00524529466,278.58685590867,278.58685590867,278.58685590867,278.58685590867,278.58685590867,278.58685590867,0.0264009619632375,0.323842947088471,0.0708923192998601,0.420277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0.38733368658533,0.476898702529883,10,0.187446022637817,9,0.150692547505695,9,0.150692547505695,9,0.150692547505695,8,0.480362887424413,8,0.480362887424413,8,0.480362887424413,8,0.480362887424413,8,0.480362887424413,8,0.480362887424413,14,2004,166,3.1591125558549,2.5630478636548,3.47109545161087,0.65893421594755,0.123100301740114,0.0838353354836863,0.68562327998059,0.654830078164462,NA,-0.377426956644081,-0.423379499652438,NA,-170.229907878526,-278.312617337678
"11","2004210/4/2004/1019/10-478-2369",2935.84113270938,77.0338372930165,286.417086633069,5.05159587233021,2487.40100791937,17.5665946724262,0,23.746100311975,0,2.09983201343892,0,2858.80729541637,2572.3902087833,2567.33861291097,79.9376049916009,62.3710103191747,62.3710103191747,38.6249100071996,38.6249100071996,36.5250779937605,36.5250779937605,0.00655876950670813,0.143658369650005,0.115101721642659,0.450117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0.111959517201551,0.220611532294869,16,0.095568504159365,15,0.024742301098449,14,0.0239009985612208,13,0.666814180583852,12,0.613621638836441,12,0.613621638836441,11,0.693436539587145,11,0.693436539587145,10,0.680409922174469,10,0.680409922174469,18,2004,303,7.65914801985572,2.09247369722402,6.08815789096732,0.421388540248275,0,0,1.31778618119121,1.42972492743695,NA,0.275953193170947,0.357482067332857,NA,-537.989260330277,-175.775188765179
"12","2004210/4/2004/1019/10-479-2370",2891.85265178786,205.543556515479,655.147588192944,13.1509479241661,1859.25125989921,61.9150467962563,0,19.4864410847132,0,42.5965922726182,0,2686.30909527238,2031.16150707943,2018.01055915527,158.759299256059,96.8442524598031,96.8442524598031,77.35781137509,77.35781137509,34.7612191024718,34.7612191024718,0.0119110645720159,0.189273518455018,0.0481931748611509,0.572821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0.303392283725938,0.433829131409185,11,0.257408191007223,10,0.0759782479316182,9,0.0737316643986278,8,0.65352323229747,7,0.651018312003299,7,0.651018312003299,6,0.542844152499305,6,0.542844152499305,5,0.616418184015937,5,0.616418184015937,18,2004,295,7.3135283124183,2.17339247656608,5.51734500593206,0.469749108983518,0,0,1.16125392502056,0.931486862748309,NA,0.149500391136372,-0.0709731923697273,NA,-489.923973493611,-88.9077384746674
"13","2004210/4/2004/1019/10-482-2373",3365.63714902808,474.730021598272,171.922246220302,61.5550755939525,2133.26133909287,37.9913606911447,0,160.043196544276,0,1.1231101511879,0,2890.9071274298,2718.9848812095,2657.42980561555,524.168466522678,486.177105831533,486.177105831533,326.133909287257,326.133909287257,325.010799136069,325.010799136069,0.0302134808261863,0.257672837406712,0.0787606863793305,0.19962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0.337958499114111,0.524493667977103,11,0.243076908582923,10,0.202643749403254,9,0.191889210874021,8,0.583306741897305,7,0.555163699986581,7,0.555163699986581,6,0.371838461117563,6,0.371838461117563,5,0.409688913099467,5,0.409688913099467,10,2004,308,6.98565069240609,2.38764246229035,4.60731982886364,0.329163896106901,0,0,1.09965646827314,1.15465549126361,NA,0.0949978294581644,0.143802023518396,NA,-489.789653100148,-25.8567530100371
"14","2004210/4/2004/1019/10-522-2413",768.502519798416,278.377729781617,18.5505159587233,0,0,374.730021598272,0.083993280537557,0,0.215982721382289,0,0,490.124790016799,471.574274058075,471.574274058075,471.574274058075,96.8442524598031,96.7602591792656,96.7602591792656,96.5442764578833,96.5442764578833,96.5442764578833,0.017833977601921,0.199776384836992,0.0437951345148711,0.408924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0.4003070892794,0.465458070303199,10,0.208405312542078,9,0.184333259287061,9,0.184333259287061,9,0.184333259287061,8,0.0826363019064737,7,0.0874155953882053,7,0.0874155953882053,6,0.092445179084979,6,0.092445179084979,6,0.092445179084979,18,2004,233,2.97801914032922,2.85089621868952,0.974804195451305,0.411526809398823,0.0512071086781795,0.0577802348212682,2.06140815415882,2.44942893875336,NA,0.723389319253955,0.895854911164702,NA,-342.531273591586,277.178544227356
"15","2004210/4/2004/1019/10-526-2417",2207.92965134218,1406.66460968837,419.006479481641,0,0,263.653193458809,0,0,0,0.323974082073434,0,801.26504165381,382.258562172169,382.258562172169,382.258562172169,118.60536871336,118.60536871336,118.60536871336,118.60536871336,118.281394631287,118.281394631287,0.0162853772061199,0.194071344463992,0.0938158951443201,0.224175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.289301790665613,0.407986949910824,14,0.359942929381336,13,0.271881065006666,13,0.271881065006666,13,0.271881065006666,12,0.590806668958167,12,0.590806668958167,12,0.590806668958167,12,0.590806668958167,11,0.609977129735513,11,0.609977129735513,14,2004,201,4.18066039864381,2.05023733302063,1.83705869497229,0.328614377634914,0.0441433533161175,0.0799791540960139,1.89661362685355,3.53224832244753,NA,0.640069994327027,1.26193458673905,NA,-299.148408705021,227.431188246763
"16","2004210/4/2004/1019/10-527-2418",694.654427645788,200.053995680346,356.911447084233,2.7267818574514,0,76.2688984881209,1.957343412527,0,0,0.391468682505399,43.3990280777538,494.600431965443,137.688984881209,134.962203023758,134.962203023758,58.693304535637,56.7359611231101,56.7359611231101,56.7359611231101,56.3444924406047,12.9454643628509,0.010890634562383,0.18940396519008,0.0481618229479374,0.487924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0.40774760763005,0.5040145460566,11,0.247400086672876,10,0.386791284943703,9,0.387566503899661,9,0.387566503899661,8,0.272158097039559,7,0.256981301054271,7,0.256981301054271,7,0.256981301054271,6,0.271405584998272,5,0.554499030420105,16,2004,258,5.09148841416196,1.80795252583045,2.76973021668752,0.351553044921484,0.000340281219235262,0.000535573376533987,1.78234415088279,3.22008089167339,NA,0.577929436599008,1.16940648087847,NA,-303.602405978439,182.610353238642
"17","2004210/4/2004/1019/10-555-2446",482.775377969762,63.4989200863931,0.691144708423326,0,0,66.3066954643628,0.680345572354212,0,5.02159827213823,0,0,419.276457883369,418.585313174946,418.585313174946,418.585313174946,352.278617710583,351.598272138229,351.598272138229,346.576673866091,346.576673866091,346.576673866091,0.0199400545001136,0.222444895550946,0.123998090286029,0.463676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0.392066119111358,0.519363234611341,17,0.3199190770399,16,0.325726694384475,16,0.325726694384475,16,0.325726694384475,15,0.229722063336517,14,0.234265297598625,14,0.234265297598625,13,0.229964692135242,13,0.229964692135242,13,0.229964692135242,20,2004,252,3.19958611301648,2.40588580559787,1.15880965056802,0.411101714806573,0.160524082955958,0.113998150563463,1.88840820165811,2.49511915008895,NA,0.635734252858972,0.914336483609897,NA,-188.009685220515,135.012302191727
"18","2004210/4/2004/1019/10-559-2450",526.10151187905,192.008639308855,0.583153347732181,33.3693304535637,40.85313174946,109.503239740821,0,0,1.93304535637149,0,18.8552915766739,334.092872570194,333.509719222462,300.140388768898,259.287257019438,149.784017278618,149.784017278618,149.784017278618,147.850971922246,147.850971922246,128.995680345572,0.0216543975962987,0.249074667621586,0.141913512681739,0.290166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0.554071607710324,0.665149061265986,16,0.607240655711918,15,0.620428300816308,14,0.577678738540306,13,0.514954802719369,12,0.533880768628053,12,0.533880768628053,12,0.533880768628053,11,0.542681165336018,11,0.542681165336018,10,0.473404373241202,20,2004,403,4.54869627316545,1.67068854485333,2.38813546325888,0.307275869982334,0.00248601879273979,0.00111020427980695,1.78778570521956,3.28671636365571,NA,0.580977817901623,1.18988900061986,NA,-192.480422982367,15.0834919463013
